ID,test_type,basin_valley,Depth (m),qc (MPa),fs (kPa),u2 (kPa),Vs (m/s),qt (MPa),Rf (%),γ (kN/m³),"σ,v (kPa)",u0 (kPa),"σ',v (kPa)",Qt (-),Qtn (-),Fr (%),Bq (-),U2 (-),SBT (-),SBTn (-),Mod. SBTn (-),n,Ic (-),Ic SBT (-),Ib (-)
228,CPT,Enns valley - eastern region,58.34,9.53,74.8,0,0,9.49,0.8,19,1108.46,572.32,536.14,15.63,15.63,0.9,0,0,6,5,4,1,2.56,1.87,30.49
228,CPT,Enns valley - eastern region,58.35,9.4,74.5,0,0,9.41,0.79,19,1108.65,572.41,536.24,15.49,15.49,0.9,0,0,6,5,4,1,2.56,1.87,30.39
228,CPT,Enns valley - eastern region,58.36,9.31,73.7,0,0,9.32,0.79,19,1108.84,572.51,536.33,15.3,15.3,0.9,0,0,6,5,4,1,2.57,1.88,30.21
228,CPT,Enns valley - eastern region,58.37,9.24,73.3,0,0,9.25,0.79,19,1109.03,572.61,536.42,15.17,15.17,0.9,0,0,6,5,4,1,2.57,1.88,30.1
228,CPT,Enns valley - eastern region,58.38,9.19,72.4,0,0,9.17,0.79,19,1109.22,572.71,536.51,15.03,15.03,0.9,0,0,6,5,4,1,2.58,1.88,29.97
228,CPT,Enns valley - eastern region,58.39,9.07,71.4,0,0,9.08,0.79,19,1109.41,572.81,536.6,14.86,14.86,0.91,0,0,6,4,4,1,2.58,1.89,29.79
228,CPT,Enns valley - eastern region,58.4,8.98,72.7,0,0,8.97,0.81,19,1109.6,572.9,536.7,14.65,14.65,0.92,0,0,6,4,4,1,2.59,1.9,29.51
228,CPT,Enns valley - eastern region,58.41,8.87,74.1,0,0,8.88,0.83,19,1109.79,573,536.79,14.48,14.48,0.95,0,0,6,4,4,1,2.6,1.91,29.22
228,CPT,Enns valley - eastern region,58.42,8.79,74.9,0,0,8.77,0.86,19,1109.98,573.1,536.88,14.27,14.27,0.98,0,0,6,4,4,1,2.61,1.92,28.88
228,CPT,Enns valley - eastern region,58.43,8.66,77.3,0,0,8.68,0.89,19,1110.17,573.2,536.97,14.1,14.1,1.02,0,0,6,4,4,1,2.63,1.93,28.56
228,CPT,Enns valley - eastern region,58.44,8.6,79.7,0,0,8.62,0.92,19,1110.36,573.3,537.06,13.98,13.98,1.06,0,0,6,4,4,1,2.64,1.94,28.28
228,CPT,Enns valley - eastern region,58.45,8.6,81.3,0,0,8.6,0.95,19,1110.55,573.39,537.16,13.95,13.95,1.09,0,0,6,4,4,1,2.64,1.95,28.12
228,CPT,Enns valley - eastern region,58.46,8.61,83.5,0,0,8.61,0.98,19,1110.74,573.49,537.25,13.97,13.97,1.12,0,0,6,4,4,1,2.65,1.96,27.97
228,CPT,Enns valley - eastern region,58.47,8.63,87.7,0,0,8.64,1.02,19,1110.93,573.59,537.34,14.02,14.02,1.16,0,0,6,4,4,1,2.66,1.97,27.82
228,CPT,Enns valley - eastern region,58.48,8.68,92,0,0,8.69,1.05,19,1111.12,573.69,537.43,14.1,14.1,1.2,0,0,6,4,4,1,2.66,1.98,27.72
228,CPT,Enns valley - eastern region,58.49,8.75,93.6,0,0,8.77,1.07,19,1111.31,573.79,537.52,14.25,14.25,1.22,0,0,6,4,4,1,2.66,1.98,27.73
228,CPT,Enns valley - eastern region,58.5,8.88,95.9,0,0,8.87,1.09,19,1111.5,573.89,537.62,14.44,14.44,1.24,0,0,6,4,4,1,2.66,1.98,27.8
228,CPT,Enns valley - eastern region,58.51,8.99,99.4,0,0,8.99,1.11,19,1111.69,573.98,537.71,14.65,14.65,1.26,0,0,6,4,4,1,2.66,1.98,27.86
228,CPT,Enns valley - eastern region,58.52,9.1,102.8,0,0,9.1,1.13,19,1111.88,574.08,537.8,14.85,14.85,1.28,0,0,6,4,4,1,2.65,1.98,27.91
228,CPT,Enns valley - eastern region,58.53,9.21,104.9,0,0,9.26,1.14,19,1112.07,574.18,537.89,15.15,15.15,1.29,0,0,6,4,4,1,2.65,1.98,28.07
228,CPT,Enns valley - eastern region,58.54,9.48,108.9,0,0,9.44,1.15,19,1112.26,574.28,537.98,15.48,15.48,1.31,0,0,6,4,4,1,2.64,1.97,28.24
228,CPT,Enns valley - eastern region,58.55,9.62,112.3,0,0,9.62,1.17,19,1112.45,574.38,538.07,15.81,15.81,1.32,0,0,6,4,4,1,2.64,1.97,28.4
228,CPT,Enns valley - eastern region,58.56,9.76,115.7,0,0,9.76,1.17,19,1112.64,574.47,538.17,16.06,16.06,1.32,0,0,6,4,4,1,2.63,1.97,28.56
228,CPT,Enns valley - eastern region,58.57,9.89,115.3,0,0,9.93,1.17,19,1112.83,574.57,538.26,16.38,16.38,1.32,0,0,6,4,4,1,2.62,1.96,28.79
228,CPT,Enns valley - eastern region,58.58,10.15,118.3,0,0,10.1,1.17,19,1113.02,574.67,538.35,16.69,16.69,1.31,0,0,6,4,4,1,2.62,1.96,29.04
228,CPT,Enns valley - eastern region,58.59,10.25,119.9,0,0,10.23,1.18,19,1113.21,574.77,538.44,16.93,16.93,1.33,0,0,6,4,4,1,2.61,1.95,29.13
228,CPT,Enns valley - eastern region,58.6,10.3,124.4,0,0,10.3,1.2,19,1113.4,574.87,538.53,17.06,17.06,1.34,0,0,6,4,4,1,2.61,1.96,29.13
228,CPT,Enns valley - eastern region,58.61,10.35,125.2,0,0,10.33,1.22,19,1113.59,574.96,538.63,17.1,17.1,1.37,0,0,6,4,4,1,2.62,1.96,29.03
228,CPT,Enns valley - eastern region,58.62,10.33,128.1,0,0,10.34,1.23,19,1113.78,575.06,538.72,17.12,17.12,1.38,0,0,6,4,4,1,2.62,1.96,28.98
228,CPT,Enns valley - eastern region,58.63,10.34,128.2,0,0,10.34,1.25,19,1113.97,575.16,538.81,17.12,17.12,1.4,0,0,6,4,4,1,2.62,1.97,28.88
228,CPT,Enns valley - eastern region,58.64,10.35,130.1,0,0,10.34,1.26,19,1114.16,575.26,538.9,17.11,17.11,1.41,0,0,6,4,4,1,2.62,1.97,28.81
228,CPT,Enns valley - eastern region,58.65,10.33,131.4,0,0,10.32,1.27,19,1114.35,575.36,538.99,17.08,17.08,1.42,0,0,6,4,4,1,2.62,1.97,28.73
228,CPT,Enns valley - eastern region,58.66,10.3,131,0,0,10.26,1.28,19,1114.54,575.45,539.09,16.97,16.97,1.44,0,0,6,4,4,1,2.63,1.98,28.56
228,CPT,Enns valley - eastern region,58.67,10.16,132.4,0,0,10.2,1.3,19,1114.73,575.55,539.18,16.84,16.84,1.46,0,0,6,4,4,1,2.64,1.98,28.4
228,CPT,Enns valley - eastern region,58.68,10.13,133.1,0,0,10.12,1.31,19,1114.92,575.65,539.27,16.7,16.7,1.48,0,0,6,4,4,1,2.64,1.99,28.21
228,CPT,Enns valley - eastern region,58.69,10.08,133.2,0,0,10.08,1.32,19,1115.11,575.75,539.36,16.63,16.63,1.49,0,0,6,4,4,1,2.65,1.99,28.1
228,CPT,Enns valley - eastern region,58.7,10.04,134.1,0,0,10.03,1.34,19,1115.3,575.85,539.45,16.53,16.53,1.5,0,0,6,4,4,1,2.65,2,27.97
228,CPT,Enns valley - eastern region,58.71,9.97,134.6,0,0,9.98,1.35,19,1115.49,575.95,539.54,16.43,16.43,1.52,0,0,6,4,4,1,2.65,2,27.84
228,CPT,Enns valley - eastern region,58.72,9.93,135,0,0,9.93,1.36,19,1115.68,576.04,539.64,16.33,16.33,1.53,0,0,6,4,4,1,2.66,2.01,27.7
228,CPT,Enns valley - eastern region,58.73,9.89,135.9,0,0,9.89,1.37,19,1115.87,576.14,539.73,16.25,16.25,1.55,0,0,6,4,4,1,2.66,2.01,27.6
228,CPT,Enns valley - eastern region,58.74,9.84,135.8,0,0,9.82,1.38,19,1116.06,576.24,539.82,16.13,16.13,1.56,0,0,6,4,4,1,2.67,2.01,27.48
228,CPT,Enns valley - eastern region,58.75,9.74,134.9,0,0,9.76,1.38,19,1116.25,576.34,539.91,16.02,16.02,1.56,0,0,6,4,4,1,2.67,2.01,27.39
228,CPT,Enns valley - eastern region,58.76,9.71,134.1,0,0,9.71,1.38,19,1116.44,576.44,540,15.91,15.91,1.56,0,0,6,4,4,1,2.67,2.02,27.32
228,CPT,Enns valley - eastern region,58.77,9.66,133.2,0,0,9.64,1.38,19,1116.63,576.53,540.1,15.78,15.78,1.56,0,0,6,4,4,1,2.68,2.02,27.23
228,CPT,Enns valley - eastern region,58.78,9.55,132.5,0,0,9.57,1.39,19,1116.82,576.63,540.19,15.65,15.65,1.57,0,0,6,4,4,1,2.68,2.02,27.11
228,CPT,Enns valley - eastern region,58.79,9.5,133.1,0,0,9.5,1.39,19,1117.01,576.73,540.28,15.52,15.52,1.57,0,0,6,4,4,1,2.68,2.03,27.02
228,CPT,Enns valley - eastern region,58.8,9.45,130.5,0,0,9.45,1.39,19,1117.2,576.83,540.37,15.42,15.42,1.58,0,0,6,4,4,1,2.69,2.03,26.96
228,CPT,Enns valley - eastern region,58.81,9.4,130.3,0,0,9.39,1.39,19,1117.39,576.93,540.46,15.31,15.31,1.58,0,0,6,4,4,1,2.69,2.03,26.89
228,CPT,Enns valley - eastern region,58.82,9.33,130.2,0,0,9.34,1.39,19,1117.58,577.02,540.56,15.21,15.21,1.58,0,0,6,4,4,1,2.69,2.03,26.79
228,CPT,Enns valley - eastern region,58.83,9.29,130.1,0,0,9.29,1.4,19,1117.77,577.12,540.65,15.12,15.12,1.59,0,0,5,4,4,1,2.7,2.03,26.71
228,CPT,Enns valley - eastern region,58.84,9.26,129.8,0,0,9.27,1.4,19,1117.96,577.22,540.74,15.07,15.07,1.59,0,0,5,4,4,1,2.7,2.04,26.68
228,CPT,Enns valley - eastern region,58.85,9.25,129.1,0,0,9.24,1.4,19,1118.15,577.32,540.83,15.02,15.02,1.59,0,0,5,4,4,1,2.7,2.04,26.65
228,CPT,Enns valley - eastern region,58.86,9.21,128.5,0,0,9.21,1.39,19,1118.34,577.42,540.92,14.97,14.97,1.59,0,0,5,4,4,1,2.7,2.04,26.63
228,CPT,Enns valley - eastern region,58.87,9.19,127.9,0,0,9.19,1.39,19,1118.53,577.51,541.02,14.91,14.91,1.58,0,0,5,4,4,1,2.7,2.04,26.63
228,CPT,Enns valley - eastern region,58.88,9.16,125.7,0,0,9.17,1.37,19,1118.72,577.61,541.11,14.88,14.88,1.57,0,0,5,4,4,1,2.7,2.03,26.67
228,CPT,Enns valley - eastern region,58.89,9.16,124.6,0,0,9.16,1.37,19,1118.91,577.71,541.2,14.86,14.86,1.56,0,0,6,4,4,1,2.7,2.03,26.7
228,CPT,Enns valley - eastern region,58.9,9.16,124.9,0,0,9.16,1.36,19,1119.1,577.81,541.29,14.85,14.85,1.55,0,0,6,4,4,1,2.7,2.03,26.73
228,CPT,Enns valley - eastern region,58.91,9.16,123.7,0,0,9.16,1.35,19,1119.29,577.91,541.38,14.85,14.85,1.54,0,0,6,4,4,1,2.69,2.03,26.77
228,CPT,Enns valley - eastern region,58.92,9.16,122,0,0,9.17,1.33,19,1119.48,578.01,541.47,14.86,14.86,1.52,0,0,6,4,4,1,2.69,2.02,26.85
228,CPT,Enns valley - eastern region,58.93,9.18,121,0,0,9.18,1.32,19,1119.67,578.1,541.57,14.89,14.89,1.51,0,0,6,4,4,1,2.69,2.02,26.93
228,CPT,Enns valley - eastern region,58.94,9.21,121.2,0,0,9.23,1.31,19,1119.86,578.2,541.66,14.98,14.98,1.49,0,0,6,4,4,1,2.69,2.02,27.04
228,CPT,Enns valley - eastern region,58.95,9.31,121.5,0,0,9.29,1.31,19,1120.05,578.3,541.75,15.08,15.08,1.48,0,0,6,4,4,1,2.68,2.01,27.15
228,CPT,Enns valley - eastern region,58.96,9.36,121.1,0,0,9.37,1.29,19,1120.24,578.4,541.84,15.22,15.22,1.47,0,0,6,4,4,1,2.68,2.01,27.31
228,CPT,Enns valley - eastern region,58.97,9.44,120.8,0,0,9.44,1.28,19,1120.43,578.5,541.93,15.35,15.35,1.45,0,0,6,4,4,1,2.67,2,27.47
228,CPT,Enns valley - eastern region,58.98,9.51,120.2,0,0,9.55,1.26,19,1120.62,578.59,542.03,15.55,15.55,1.42,0,0,6,4,4,1,2.66,1.99,27.73
228,CPT,Enns valley - eastern region,58.99,9.69,119.1,0,0,9.66,1.24,19,1120.81,578.69,542.12,15.76,15.76,1.4,0,0,6,4,4,1,2.65,1.99,27.98
228,CPT,Enns valley - eastern region,59,9.79,119.4,0,0,9.79,1.22,19,1121,578.79,542.21,15.98,15.98,1.38,0,0,6,4,4,1,2.64,1.98,28.24
228,CPT,Enns valley - eastern region,59.01,9.88,119.6,0,0,9.88,1.19,19,1121.19,578.89,542.3,16.15,16.15,1.35,0,0,6,4,4,1,2.63,1.97,28.5
228,CPT,Enns valley - eastern region,59.02,9.98,115.1,0,0,10.02,1.17,19,1121.38,578.99,542.39,16.41,16.41,1.32,0,0,6,4,4,1,2.62,1.96,28.82
228,CPT,Enns valley - eastern region,59.03,10.2,117.1,0,0,10.17,1.15,19,1121.57,579.08,542.49,16.68,16.68,1.29,0,0,6,4,4,1,2.61,1.95,29.13
228,CPT,Enns valley - eastern region,59.04,10.33,119.2,0,0,10.33,1.15,19,1121.76,579.18,542.58,16.97,16.97,1.29,0,0,6,4,4,1,2.61,1.94,29.35
228,CPT,Enns valley - eastern region,59.05,10.46,120.3,0,0,10.46,1.15,19,1121.95,579.28,542.67,17.21,17.21,1.28,0,0,6,4,4,1,2.6,1.94,29.54
228,CPT,Enns valley - eastern region,59.06,10.58,120.4,0,0,10.63,1.13,19,1122.14,579.38,542.76,17.51,17.51,1.27,0,0,6,4,4,1,2.59,1.93,29.84
228,CPT,Enns valley - eastern region,59.07,10.83,120.7,0,0,10.79,1.12,19,1122.33,579.48,542.85,17.8,17.8,1.25,0,0,6,4,4,1,2.58,1.92,30.14
228,CPT,Enns valley - eastern region,59.08,10.94,121,0,0,10.94,1.11,19,1122.52,579.57,542.95,18.09,18.09,1.24,0,0,6,4,4,1,2.57,1.91,30.41
228,CPT,Enns valley - eastern region,59.09,11.06,122.6,0,0,11.1,1.11,19,1122.71,579.67,543.04,18.37,18.37,1.23,0,0,6,4,4,1,2.57,1.91,30.63
228,CPT,Enns valley - eastern region,59.1,11.3,124.7,0,0,11.24,1.11,19,1122.9,579.77,543.13,18.63,18.63,1.23,0,0,6,4,4,1,2.56,1.91,30.79
228,CPT,Enns valley - eastern region,59.11,11.37,127.2,0,0,11.36,1.12,19,1123.09,579.87,543.22,18.85,18.85,1.24,0,0,6,4,4,1,2.56,1.9,30.9
228,CPT,Enns valley - eastern region,59.12,11.42,129,0,0,11.42,1.13,19,1123.28,579.97,543.31,18.95,18.95,1.26,0,0,6,4,4,1,2.56,1.91,30.86
228,CPT,Enns valley - eastern region,59.13,11.47,132,0,0,11.47,1.14,19,1123.47,580.07,543.4,19.04,19.04,1.27,0,0,6,4,4,1,2.56,1.91,30.85
228,CPT,Enns valley - eastern region,59.14,11.52,132.5,0,0,11.5,1.15,19,1123.66,580.16,543.5,19.09,19.09,1.27,0,0,6,4,4,1,2.56,1.91,30.84
228,CPT,Enns valley - eastern region,59.15,11.51,132.2,0,0,11.5,1.15,19,1123.85,580.26,543.59,19.09,19.09,1.27,0,0,6,4,4,1,2.56,1.91,30.84
228,CPT,Enns valley - eastern region,59.16,11.47,132,0,0,11.46,1.15,19,1124.04,580.36,543.68,19.02,19.02,1.28,0,0,6,4,4,1,2.56,1.91,30.77
228,CPT,Enns valley - eastern region,59.17,11.41,132.3,0,0,11.42,1.16,19,1124.23,580.46,543.77,18.94,18.94,1.28,0,0,6,4,4,1,2.56,1.91,30.68
228,CPT,Enns valley - eastern region,59.18,11.39,132.5,0,0,11.37,1.17,19,1124.42,580.56,543.86,18.84,18.84,1.29,0,0,6,4,4,1,2.57,1.92,30.56
228,CPT,Enns valley - eastern region,59.19,11.3,132.6,0,0,11.32,1.17,19,1124.61,580.65,543.96,18.74,18.74,1.3,0,0,6,4,4,1,2.57,1.92,30.45
228,CPT,Enns valley - eastern region,59.2,11.26,132.8,0,0,11.25,1.18,19,1124.8,580.75,544.05,18.6,18.6,1.31,0,0,6,4,4,1,2.58,1.92,30.3
228,CPT,Enns valley - eastern region,59.21,11.18,132.7,0,0,11.18,1.19,19,1124.99,580.85,544.14,18.49,18.49,1.32,0,0,6,4,4,1,2.58,1.93,30.18
228,CPT,Enns valley - eastern region,59.22,11.11,132.6,0,0,11.1,1.19,19,1125.18,580.95,544.23,18.33,18.33,1.33,0,0,6,4,4,1,2.58,1.93,30.03
228,CPT,Enns valley - eastern region,59.23,11.01,131.8,0,0,11.03,1.19,19,1125.37,581.05,544.32,18.2,18.2,1.33,0,0,6,4,4,1,2.59,1.93,29.95
228,CPT,Enns valley - eastern region,59.24,10.98,130.2,0,0,10.97,1.19,19,1125.56,581.14,544.42,18.09,18.09,1.32,0,0,6,4,4,1,2.59,1.93,29.91
228,CPT,Enns valley - eastern region,59.25,10.94,128.5,0,0,10.92,1.18,19,1125.75,581.24,544.51,17.99,17.99,1.31,0,0,6,4,4,1,2.59,1.93,29.89
228,CPT,Enns valley - eastern region,59.26,10.85,127.6,0,0,10.81,1.18,19,1125.94,581.34,544.6,17.79,17.79,1.32,0,0,6,4,4,1,2.59,1.94,29.75
228,CPT,Enns valley - eastern region,59.27,10.65,126.1,0,0,10.69,1.17,19,1126.13,581.44,544.69,17.56,17.56,1.31,0,0,6,4,4,1,2.6,1.94,29.62
228,CPT,Enns valley - eastern region,59.28,10.58,123,0,0,10.58,1.17,19,1126.32,581.54,544.78,17.35,17.35,1.31,0,0,6,4,4,1,2.6,1.94,29.49
228,CPT,Enns valley - eastern region,59.29,10.51,122.6,0,0,10.51,1.16,19,1126.51,581.63,544.88,17.21,17.21,1.3,0,0,6,4,4,1,2.6,1.94,29.47
228,CPT,Enns valley - eastern region,59.3,10.43,119.9,0,0,10.42,1.16,19,1126.7,581.73,544.97,17.06,17.06,1.3,0,0,6,4,4,1,2.6,1.94,29.38
228,CPT,Enns valley - eastern region,59.31,10.33,118.9,0,0,10.34,1.14,19,1126.89,581.83,545.06,16.91,16.91,1.28,0,0,6,4,4,1,2.61,1.94,29.34
228,CPT,Enns valley - eastern region,59.32,10.27,116.2,0,0,10.28,1.13,19,1127.08,581.93,545.15,16.79,16.79,1.27,0,0,6,4,4,1,2.61,1.94,29.32
228,CPT,Enns valley - eastern region,59.33,10.25,114.7,0,0,10.25,1.12,19,1127.27,582.03,545.24,16.74,16.74,1.26,0,0,6,4,4,1,2.6,1.94,29.37
228,CPT,Enns valley - eastern region,59.34,10.24,113,0,0,10.24,1.1,19,1127.46,582.13,545.33,16.7,16.7,1.23,0,0,6,4,4,1,2.6,1.93,29.48
228,CPT,Enns valley - eastern region,59.35,10.22,109,0,0,10.22,1.08,19,1127.65,582.22,545.43,16.67,16.67,1.21,0,0,6,4,4,1,2.6,1.93,29.57
228,CPT,Enns valley - eastern region,59.36,10.2,108.3,0,0,10.21,1.06,19,1127.84,582.32,545.52,16.65,16.65,1.19,0,0,6,4,4,1,2.6,1.92,29.67
228,CPT,Enns valley - eastern region,59.37,10.2,107,0,0,10.2,1.05,19,1128.03,582.42,545.61,16.63,16.63,1.18,0,0,6,4,4,1,2.59,1.92,29.69
228,CPT,Enns valley - eastern region,59.38,10.2,107,0,0,10.2,1.04,19,1128.22,582.52,545.7,16.63,16.63,1.17,0,0,6,4,4,1,2.59,1.92,29.77
228,CPT,Enns valley - eastern region,59.39,10.2,104.4,0,0,10.2,1.01,19,1128.41,582.62,545.79,16.62,16.62,1.14,0,0,6,4,4,1,2.59,1.91,29.93
228,CPT,Enns valley - eastern region,59.4,10.2,98.8,0,0,10.21,0.98,19,1128.6,582.71,545.89,16.63,16.63,1.11,0,0,6,4,4,1,2.58,1.9,30.12
228,CPT,Enns valley - eastern region,59.41,10.22,98.4,0,0,10.24,0.96,19,1128.79,582.81,545.98,16.69,16.69,1.08,0,0,6,4,4,1,2.57,1.9,30.3
228,CPT,Enns valley - eastern region,59.42,10.3,98.8,0,0,10.27,0.96,19,1128.98,582.91,546.07,16.74,16.74,1.08,0,0,6,4,4,1,2.57,1.89,30.39
228,CPT,Enns valley - eastern region,59.43,10.3,97.7,0,0,10.31,0.95,19,1129.17,583.01,546.16,16.8,16.8,1.07,0,0,6,4,4,1,2.57,1.89,30.49
228,CPT,Enns valley - eastern region,59.44,10.32,96.9,0,0,10.32,0.93,19,1129.36,583.11,546.25,16.82,16.82,1.05,0,0,6,4,4,1,2.56,1.88,30.61
228,CPT,Enns valley - eastern region,59.45,10.33,93.9,0,0,10.35,0.92,19,1129.55,583.2,546.35,16.88,16.88,1.03,0,0,6,5,4,1,2.56,1.88,30.77
228,CPT,Enns valley - eastern region,59.46,10.4,93.7,0,0,10.4,0.89,19,1129.74,583.3,546.44,16.96,16.96,1,0,0,6,5,4,1,2.55,1.87,31
228,CPT,Enns valley - eastern region,59.47,10.45,90.3,0,0,10.42,0.87,19,1129.93,583.4,546.53,17.01,17.01,0.98,0,0,6,5,4,1,2.55,1.86,31.17
228,CPT,Enns valley - eastern region,59.48,10.42,88.9,0,0,10.44,0.86,19,1130.12,583.5,546.62,17.04,17.04,0.96,0,0,6,5,4,1,2.54,1.86,31.3
228,CPT,Enns valley - eastern region,59.49,10.47,89.5,0,0,10.46,0.85,19,1130.31,583.6,546.71,17.06,17.06,0.95,0,0,6,5,4,1,2.54,1.85,31.39
228,CPT,Enns valley - eastern region,59.5,10.49,87.6,0,0,10.49,0.83,19,1130.5,583.7,546.8,17.12,17.12,0.94,0,0,6,5,4,1,2.53,1.85,31.53
228,CPT,Enns valley - eastern region,59.51,10.53,85.7,0,0,10.52,0.82,19,1130.69,583.79,546.9,17.17,17.17,0.92,0,0,6,5,4,1,2.53,1.84,31.68
228,CPT,Enns valley - eastern region,59.52,10.55,85.4,0,0,10.55,0.8,19,1130.88,583.89,546.99,17.22,17.22,0.9,0,0,6,5,4,1,2.52,1.84,31.83
228,CPT,Enns valley - eastern region,59.53,10.57,83.5,0,0,10.57,0.79,19,1131.07,583.99,547.08,17.26,17.26,0.89,0,0,6,5,4,1,2.52,1.83,31.94
228,CPT,Enns valley - eastern region,59.54,10.6,83.2,0,0,10.59,0.75,19,1131.26,584.09,547.17,17.28,17.28,0.84,0,0,6,5,4,1,2.51,1.82,32.28
228,CPT,Enns valley - eastern region,59.55,10.59,71.9,0,0,10.57,0.73,19,1131.45,584.19,547.26,17.26,17.26,0.81,0,0,6,5,6,1,2.5,1.81,32.43
228,CPT,Enns valley - eastern region,59.56,10.53,75.3,0,0,10.55,0.71,19,1131.64,584.28,547.36,17.21,17.21,0.79,0,0,6,5,6,1,2.5,1.8,32.52
228,CPT,Enns valley - eastern region,59.57,10.52,77,0,0,10.52,0.73,19,1131.83,584.38,547.45,17.15,17.15,0.82,0,0,6,5,6,1,2.51,1.81,32.3
228,CPT,Enns valley - eastern region,59.58,10.51,78.6,0,0,10.48,0.74,19,1132.02,584.48,547.54,17.08,17.08,0.83,0,0,6,5,4,1,2.51,1.82,32.17
228,CPT,Enns valley - eastern region,59.59,10.41,77.1,0,0,10.43,0.74,19,1132.21,584.58,547.63,16.99,16.99,0.83,0,0,6,5,4,1,2.51,1.82,32.1
228,CPT,Enns valley - eastern region,59.6,10.38,75.4,0,0,10.38,0.73,19,1132.4,584.68,547.72,16.88,16.88,0.82,0,0,6,5,4,1,2.51,1.82,32.09
228,CPT,Enns valley - eastern region,59.61,10.34,73.6,0,0,10.3,0.72,19,1132.59,584.77,547.82,16.73,16.73,0.81,0,0,6,5,4,1,2.51,1.82,31.98
228,CPT,Enns valley - eastern region,59.62,10.18,74.3,0,0,10.18,0.73,19,1132.78,584.87,547.91,16.52,16.52,0.82,0,0,6,5,4,1,2.52,1.82,31.73
228,CPT,Enns valley - eastern region,59.63,10.03,74.9,0,0,10.07,0.74,19,1132.97,584.97,548,16.31,16.31,0.83,0,0,6,5,4,1,2.53,1.83,31.48
228,CPT,Enns valley - eastern region,59.64,10,74,0,0,9.99,0.74,19,1133.16,585.07,548.09,16.15,16.15,0.84,0,0,6,5,4,1,2.53,1.83,31.32
228,CPT,Enns valley - eastern region,59.65,9.93,73.1,0,0,9.93,0.74,19,1133.35,585.17,548.18,16.05,16.05,0.84,0,0,6,5,4,1,2.54,1.84,31.23
228,CPT,Enns valley - eastern region,59.66,9.86,73.3,0,0,9.86,0.74,19,1133.54,585.26,548.28,15.92,15.92,0.84,0,0,6,5,4,1,2.54,1.84,31.11
228,CPT,Enns valley - eastern region,59.67,9.79,72.4,0,0,9.81,0.74,19,1133.73,585.36,548.37,15.82,15.82,0.84,0,0,6,5,4,1,2.54,1.84,31
228,CPT,Enns valley - eastern region,59.68,9.78,73,0,0,9.74,0.74,19,1133.92,585.46,548.46,15.7,15.7,0.84,0,0,6,5,4,1,2.55,1.84,30.88
228,CPT,Enns valley - eastern region,59.69,9.67,72.3,0,0,9.68,0.75,19,1134.11,585.56,548.55,15.57,15.57,0.85,0,0,6,5,4,1,2.55,1.85,30.74
228,CPT,Enns valley - eastern region,59.7,9.58,71.5,0,0,9.6,0.74,19,1134.3,585.66,548.64,15.42,15.42,0.84,0,0,6,5,4,1,2.55,1.85,30.63
228,CPT,Enns valley - eastern region,59.71,9.54,70.1,0,0,9.55,0.74,19,1134.49,585.76,548.73,15.34,15.34,0.84,0,0,6,5,4,1,2.55,1.85,30.58
477,CPT,Pinzgau Saalach valley,0.51,14.52,87.9,0,0,14.66,0.6,19,9.69,5,4.69,3125.16,422.1,0.6,0,0,6,7,7,0.35,1.31,1.65,133.65
477,CPT,Pinzgau Saalach valley,0.52,14.94,82.6,0,0,15.03,0.55,19,9.88,5.1,4.78,3142.17,416.09,0.55,0,0,6,7,7,0.34,1.28,1.61,143.49
477,CPT,Pinzgau Saalach valley,0.53,15.61,75.2,0,0,15.69,0.49,19,10.07,5.2,4.87,3219.44,414.45,0.49,0,0,6,7,7,0.32,1.25,1.57,155.94
477,CPT,Pinzgau Saalach valley,0.54,16.52,71.7,0,0,16.98,0.43,19,10.26,5.3,4.96,3420,423.24,0.43,0,0,6,7,7,0.31,1.2,1.51,171.5
477,CPT,Pinzgau Saalach valley,0.55,18.81,72.8,0,0,18.18,0.4,19,10.45,5.4,5.05,3595.65,434.18,0.4,0,0,6,7,7,0.29,1.17,1.47,182.88
477,CPT,Pinzgau Saalach valley,0.56,19.22,72.6,0,0,19.22,0.38,19,10.64,5.49,5.15,3732.58,445.09,0.38,0,0,6,7,7,0.29,1.15,1.43,190.54
477,CPT,Pinzgau Saalach valley,0.57,19.63,73.2,0,0,19.39,0.38,19,10.83,5.59,5.24,3699.07,445.86,0.38,0,0,6,7,7,0.29,1.14,1.43,191.25
477,CPT,Pinzgau Saalach valley,0.58,19.32,73.7,0,0,19.47,0.38,19,11.02,5.69,5.33,3650.4,447.91,0.38,0,0,6,7,7,0.29,1.15,1.43,188.95
477,CPT,Pinzgau Saalach valley,0.59,19.46,77.7,0,0,19.46,0.48,19,11.21,5.79,5.42,3587.35,473.75,0.48,0,0,6,7,7,0.31,1.2,1.49,162.92
477,CPT,Pinzgau Saalach valley,0.6,19.61,128.1,0,0,19.67,0.65,19,11.4,5.89,5.51,3565.43,525.23,0.65,0,0,6,7,7,0.34,1.28,1.57,129.84
477,CPT,Pinzgau Saalach valley,0.61,19.94,178.5,0,0,20.04,0.99,19,11.59,5.98,5.61,3573.35,604.95,0.99,0,0,6,6,7,0.39,1.4,1.69,91.8
477,CPT,Pinzgau Saalach valley,0.62,20.58,289.3,0,0,20.28,1.24,19,11.78,6.08,5.7,3557.99,655.32,1.24,0,0,6,6,7,0.41,1.47,1.76,75.5
