ID,test_type,basin_valley,Depth (m),qc (MPa),fs (kPa),u2 (kPa),Vs (m/s),qt (MPa),Rf (%),γ (kN/m³),"σ,v (kPa)",u0 (kPa),"σ',v (kPa)",Qt (-),Qtn (-),Fr (%),Bq (-),U2 (-),SBT (-),SBTn (-),Mod. SBTn (-),n,Ic (-),Ic SBT (-),Ib (-)
0,CPT,Zell basin,0.02,1.15,1,0,0,1.77,0.06,19,0.38,0.2,0.18,9609.83,8.04,0.06,0,0,0,0,0,-0.12,2.56,2.23,25.61
0,CPT,Zell basin,0.04,2.85,1,0,0,2.99,0.03,19,0.76,0.39,0.37,8140.84,185.53,0.03,0,0,0,0,0,0.33,1.23,2.02,256.6
0,CPT,Zell basin,0.06,4.8,1,0,0,4.76,0.06,19,1.14,0.59,0.55,8627.48,205.79,0.06,0,0,0,0,0,0.28,1.16,1.8,264.66
0,CPT,Zell basin,0.08,6.4,6,0,0,6.12,0.07,19,1.52,0.78,0.74,8326.73,226.79,0.07,0,0,0,0,0,0.27,1.12,1.69,275.17
0,CPT,Zell basin,0.1,6.9,6,0,0,6.91,0.1,19,1.9,0.98,0.92,7511.53,239.52,0.1,0,0,0,0,0,0.27,1.11,1.65,267.92
0,CPT,Zell basin,0.12,7.1,8,0,0,7.45,0.11,19,2.28,1.18,1.1,6756.49,254.22,0.11,0,0,6,7,7,0.27,1.09,1.62,271.56
0,CPT,Zell basin,0.14,8,10,0,0,7.75,0.14,19,2.66,1.37,1.29,6022.86,261.78,0.14,0,0,6,7,7,0.28,1.12,1.63,253.62
0,CPT,Zell basin,0.16,7.75,15,0,0,8.87,0.15,19,3.04,1.57,1.47,6028.04,273.15,0.15,0,0,6,7,7,0.27,1.11,1.58,252.55
0,CPT,Zell basin,0.18,10.4,16,0,0,9.88,0.13,19,3.42,1.77,1.65,5971.62,280.09,0.13,0,0,6,7,7,0.26,1.08,1.52,271.47
0,CPT,Zell basin,0.2,11,8,0,0,11.26,0.09,19,3.8,1.96,1.84,6125.97,287.22,0.09,0,0,0,0,0,0.24,1.03,1.44,308.45
0,CPT,Zell basin,0.22,11.85,7,0,0,12.01,0.16,19,4.18,2.16,2.02,5939.01,313.49,0.16,0,0,6,7,7,0.25,1.06,1.46,272.45
0,CPT,Zell basin,0.24,12.6,41,0,0,13.29,0.23,19,4.56,2.35,2.21,6025.02,363.82,0.23,0,0,6,7,7,0.27,1.08,1.47,241.38
0,CPT,Zell basin,0.26,14.8,45,0,0,14.39,0.3,19,4.94,2.55,2.39,6021.06,395.9,0.3,0,0,6,7,7,0.27,1.12,1.49,215.53
0,CPT,Zell basin,0.28,15.1,43,0,0,14.97,0.28,19,5.32,2.75,2.57,5816.89,393.97,0.28,0,0,6,7,7,0.27,1.1,1.46,224.84
0,CPT,Zell basin,0.3,14.3,37,0,0,14.49,0.27,19,5.7,2.94,2.76,5253.04,379.02,0.27,0,0,6,7,7,0.27,1.11,1.47,223.82
0,CPT,Zell basin,0.32,13.3,39,0,0,13.34,0.4,19,6.08,3.14,2.94,4532.98,395.69,0.4,0,0,6,7,7,0.31,1.2,1.58,177.69
0,CPT,Zell basin,0.34,11.6,84,0,0,12.65,0.53,19,6.46,3.34,3.12,4046.98,407.61,0.53,0,0,6,7,7,0.34,1.28,1.67,145.49
0,CPT,Zell basin,0.36,12.2,79,0,0,12.32,0.62,19,6.84,3.53,3.31,3720.78,409.21,0.62,0,0,6,7,7,0.35,1.33,1.72,129.04
0,CPT,Zell basin,0.38,12.25,67,0,0,12.42,0.53,19,7.22,3.73,3.49,3553,390.54,0.53,0,0,6,7,7,0.34,1.29,1.67,144.76
0,CPT,Zell basin,0.4,11.85,51,0,0,12.33,0.41,19,7.6,3.92,3.68,3352.12,358.63,0.41,0,0,6,7,7,0.33,1.24,1.62,169.52
0,CPT,Zell basin,0.42,11.9,34,0,0,11.83,0.31,19,7.98,4.12,3.86,3062.43,322.42,0.31,0,0,6,7,7,0.31,1.19,1.57,196.58
0,CPT,Zell basin,0.44,10.7,24,0,0,11.08,0.28,19,8.36,4.32,4.04,2737.24,293.93,0.28,0,0,6,7,7,0.31,1.2,1.58,200.7
0,CPT,Zell basin,0.46,9.55,34,0,0,10.13,0.45,19,8.74,4.51,4.23,2393.02,307.84,0.45,0,0,6,7,7,0.35,1.31,1.71,152.84
0,CPT,Zell basin,0.48,9,78,0,0,9.24,0.68,19,9.12,4.71,4.41,2092.6,314.22,0.68,0,0,6,6,7,0.4,1.43,1.84,114.44
0,CPT,Zell basin,0.5,8,76,0,0,8.06,1.03,19,9.5,4.91,4.6,1750.92,317.16,1.03,0,0,6,6,7,0.45,1.57,1.99,82.64
0,CPT,Zell basin,0.52,5.95,94,0,0,6.9,1.23,19,9.88,5.1,4.78,1442.51,294.25,1.23,0,0,5,6,7,0.48,1.65,2.1,70.29
0,CPT,Zell basin,0.54,5.5,85,0,0,5.82,1.56,19,10.26,5.3,4.96,1170.37,274.04,1.57,0,0,5,6,7,0.52,1.75,2.22,56.88
0,CPT,Zell basin,0.56,4.7,94,0,0,5.02,1.99,19,10.64,5.49,5.15,972.72,259.48,1.99,0,0,5,6,7,0.56,1.85,2.34,45.94
0,CPT,Zell basin,0.58,3.5,120,0,0,4.22,2.62,19,11.02,5.69,5.33,788.71,244.92,2.62,0,0,4,8,7,0.6,1.96,2.47,35.76
0,CPT,Zell basin,0.6,3.05,117,0,0,3.51,2.92,19,11.4,5.89,5.51,635.1,216.08,2.93,0,0,4,8,7,0.63,2.03,2.56,32.14
0,CPT,Zell basin,0.62,2.55,71,0,0,3.16,2.8,19,11.78,6.08,5.7,552.83,193.3,2.81,0,0,4,8,7,0.63,2.05,2.59,33.1
0,CPT,Zell basin,0.64,2.4,78,0,0,2.91,2.61,19,12.16,6.28,5.88,492.7,174.68,2.62,0,0,4,5,7,0.64,2.05,2.59,34.97
0,CPT,Zell basin,0.66,2.25,79,0,0,2.83,2.9,19,12.54,6.47,6.07,463.69,173.24,2.92,0,0,4,5,5,0.65,2.09,2.63,31.86
0,CPT,Zell basin,0.68,2.25,89,0,0,2.79,3.06,19,12.92,6.67,6.25,444.39,171.5,3.07,0,0,4,8,5,0.66,2.11,2.65,30.4
0,CPT,Zell basin,0.7,2.25,88,0,0,2.77,3.11,19,13.3,6.87,6.43,428.78,168.94,3.13,0,0,4,8,5,0.66,2.12,2.66,29.89
0,CPT,Zell basin,0.72,2.15,82,0,0,2.7,3.19,19,13.68,7.06,6.62,406.49,164.37,3.21,0,0,4,8,5,0.67,2.13,2.67,29.18
0,CPT,Zell basin,0.74,2,89,0,0,2.62,3.25,19,14.06,7.26,6.8,382.95,158.69,3.26,0,0,4,8,5,0.67,2.15,2.69,28.69
0,CPT,Zell basin,0.76,1.95,84,0,0,2.53,3.38,19,14.44,7.46,6.98,360.65,154.14,3.4,0,0,4,8,5,0.68,2.17,2.71,27.62
0,CPT,Zell basin,0.78,1.85,84,0,0,2.47,3.34,19,14.82,7.65,7.17,341.81,148.22,3.36,0,0,4,8,5,0.68,2.18,2.72,27.85
0,CPT,Zell basin,0.8,1.75,79,0,0,2.36,3.34,19,15.2,7.85,7.35,319.39,141.41,3.36,0,0,4,8,5,0.69,2.19,2.73,27.74
0,CPT,Zell basin,0.82,1.6,74,0,0,2.26,3.27,19,15.58,8.04,7.54,298.06,133.96,3.29,0,0,4,5,5,0.69,2.2,2.74,28.15
0,CPT,Zell basin,0.84,1.5,69,0,0,2.16,3.27,19,15.96,8.24,7.72,277.74,127.45,3.3,0,0,4,5,5,0.7,2.21,2.76,28.05
0,CPT,Zell basin,0.86,1.4,69,0,0,2.11,3.26,19,16.34,8.44,7.9,264.7,123.25,3.28,0,0,4,5,5,0.7,2.22,2.76,28.08
0,CPT,Zell basin,0.88,1.4,68,0,0,2.07,3.26,19,16.72,8.63,8.09,254.3,120.14,3.29,0,0,4,5,5,0.7,2.23,2.77,27.97
0,CPT,Zell basin,0.9,1.35,66,0,0,2.09,3.16,19,17.1,8.83,8.27,250.42,118.36,3.19,0,0,4,5,5,0.7,2.22,2.76,28.71
0,CPT,Zell basin,0.92,1.4,64,0,0,2.09,3.08,19,17.48,9.03,8.45,244.74,116.13,3.11,0,0,4,5,5,0.7,2.22,2.75,29.26
0,CPT,Zell basin,0.94,1.35,63,0,0,2.1,3.03,19,17.86,9.22,8.64,241.22,114.9,3.06,0,0,4,5,5,0.7,2.21,2.74,29.66
0,CPT,Zell basin,0.96,1.35,64,0,0,2.08,3.04,19,18.24,9.42,8.82,234.07,112.87,3.07,0,0,4,5,5,0.7,2.22,2.75,29.53
0,CPT,Zell basin,0.98,1.3,63,0,0,2.08,3.01,19,18.62,9.61,9.01,229.07,111.24,3.04,0,0,4,5,5,0.7,2.22,2.75,29.72
0,CPT,Zell basin,1,1.3,61,0,0,2.06,2.96,19,19,9.81,9.19,222.45,108.74,2.98,0,0,4,5,5,0.7,2.22,2.74,30.1
0,CPT,Zell basin,1.02,1.25,59,0,0,2.08,2.45,19,19.38,10.01,9.37,219.65,103.59,2.48,0,0,4,5,7,0.68,2.17,2.69,34.78
0,CPT,Zell basin,1.04,1.3,33,0,0,2.09,2.02,19,19.76,10.2,9.56,216.96,98.77,2.04,0,0,4,5,7,0.67,2.13,2.64,40.04
0,CPT,Zell basin,1.06,1.3,35,0,0,2.09,1.66,19,20.14,10.4,9.74,212.65,93.71,1.67,0,0,4,5,7,0.65,2.08,2.59,45.72
0,CPT,Zell basin,1.08,1.2,36,0,0,2.07,1.75,19,20.52,10.59,9.93,206.83,93.23,1.77,0,0,4,5,7,0.66,2.1,2.61,43.93
0,CPT,Zell basin,1.1,1.2,38,0,0,2.06,1.82,19,20.9,10.79,10.11,201.22,92.38,1.84,0,0,4,5,7,0.66,2.11,2.62,42.74
0,CPT,Zell basin,1.12,1.2,38,0,0,2.07,1.8,19,21.28,10.99,10.29,199.04,91.9,1.82,0,0,4,5,7,0.66,2.11,2.62,42.91
0,CPT,Zell basin,1.14,1.2,36,0,0,2.1,1.73,19,21.66,11.18,10.48,198.54,91.37,1.75,0,0,4,5,7,0.66,2.1,2.6,44.15
0,CPT,Zell basin,1.16,1.25,35,0,0,2.15,1.61,19,22.04,11.38,10.66,199.61,90.92,1.63,0,0,4,5,7,0.65,2.08,2.58,46.27
0,CPT,Zell basin,1.18,1.3,33,0,0,2.27,1.46,19,22.42,11.58,10.84,206.8,92.08,1.47,0,0,5,5,7,0.64,2.05,2.53,49.68
0,CPT,Zell basin,1.2,1.5,31,0,0,2.46,1.12,19,22.8,11.77,11.03,221.3,92.34,1.13,0,0,5,6,7,0.61,1.97,2.44,58.59
0,CPT,Zell basin,1.22,1.8,19,0,0,2.68,0.88,19,23.18,11.97,11.21,236.82,93.7,0.89,0,0,5,6,7,0.58,1.9,2.36,67.55
0,CPT,Zell basin,1.24,1.9,21,0,0,2.84,0.75,19,23.56,12.16,11.4,247.44,94.79,0.76,0,0,5,6,7,0.56,1.85,2.3,73.94
0,CPT,Zell basin,1.26,1.95,24,0,0,2.91,0.8,19,23.94,12.36,11.58,249.1,96.91,0.81,0,0,5,6,7,0.56,1.86,2.3,72.04
0,CPT,Zell basin,1.28,1.95,25,0,0,2.92,0.86,19,24.32,12.56,11.76,246.45,97.71,0.86,0,0,5,6,7,0.57,1.88,2.32,69.82
0,CPT,Zell basin,1.3,1.9,26,0,0,2.91,0.88,19,24.7,12.75,11.95,241.09,97.11,0.89,0,0,5,6,7,0.57,1.89,2.33,68.42
0,CPT,Zell basin,1.32,1.85,26,0,0,2.87,0.91,19,25.08,12.95,12.13,234.52,95.95,0.91,0,0,5,6,7,0.58,1.9,2.34,67.19
0,CPT,Zell basin,1.34,1.8,26,0,0,2.84,0.93,19,25.46,13.15,12.31,228.15,94.79,0.94,0,0,5,6,7,0.58,1.91,2.35,65.97
0,CPT,Zell basin,1.36,1.75,27,0,0,2.8,0.98,19,25.84,13.34,12.5,221.96,94.55,0.99,0,0,5,6,7,0.59,1.93,2.36,64.08
0,CPT,Zell basin,1.38,1.7,29,0,0,2.78,1.04,19,26.22,13.54,12.68,217.27,94.45,1.05,0,0,5,6,7,0.6,1.94,2.38,61.66
0,CPT,Zell basin,1.4,1.7,31,0,0,2.8,1.11,19,26.6,13.73,12.87,215.3,95.2,1.12,0,0,5,6,7,0.6,1.96,2.39,59.59
0,CPT,Zell basin,1.42,1.75,33,0,0,2.85,1.17,19,26.98,13.93,13.05,215.94,96.78,1.18,0,0,5,6,7,0.61,1.97,2.4,57.88
0,CPT,Zell basin,1.44,1.8,36,0,0,2.91,1.21,19,27.36,14.13,13.23,217.83,98.49,1.23,0,0,5,6,7,0.61,1.97,2.4,56.88
0,CPT,Zell basin,1.46,1.85,37,0,0,2.96,1.25,19,27.74,14.32,13.42,218.42,99.65,1.26,0,0,5,6,7,0.61,1.98,2.4,56
0,CPT,Zell basin,1.48,1.85,38,0,0,2.99,1.26,19,28.12,14.52,13.6,217.77,99.97,1.27,0,0,5,6,7,0.61,1.98,2.4,55.78
0,CPT,Zell basin,1.5,1.85,38,0,0,3.02,1.26,19,28.5,14.72,13.79,217.13,100.13,1.27,0,0,5,6,7,0.61,1.98,2.39,55.87
0,CPT,Zell basin,1.52,1.9,38,0,0,3.05,1.23,19,28.88,14.91,13.97,216.51,99.99,1.25,0,0,5,6,7,0.61,1.97,2.38,56.54
0,CPT,Zell basin,1.54,1.9,37,0,0,3.12,1.21,19,29.26,15.11,14.15,218.27,100.69,1.22,0,0,5,6,7,0.61,1.96,2.37,57.42
0,CPT,Zell basin,1.56,2,38,0,0,3.2,1.19,19,29.64,15.3,14.34,221.14,101.88,1.2,0,0,5,6,7,0.6,1.96,2.36,58.24
0,CPT,Zell basin,1.58,2.1,39,0,0,3.33,1.2,19,30.02,15.5,14.52,227.38,104.82,1.21,0,0,5,6,7,0.6,1.95,2.35,58.29
0,CPT,Zell basin,1.6,2.25,43,0,0,3.7,1.15,19,30.4,15.7,14.7,249.34,112.61,1.16,0,0,5,6,7,0.59,1.91,2.3,60.98
0,CPT,Zell basin,1.62,3.05,46,0,0,4.35,1.05,19,30.78,15.89,14.89,289.78,125.67,1.06,0,0,5,6,7,0.56,1.85,2.22,66.82
0,CPT,Zell basin,1.64,4,48,0,0,5.13,0.92,19,31.16,16.09,15.07,338.09,139.88,0.93,0,0,5,6,7,0.54,1.78,2.13,74.96
0,CPT,Zell basin,1.66,4.55,48,0,0,5.71,0.84,19,31.54,16.28,15.26,372.12,149.52,0.85,0,0,6,6,7,0.52,1.73,2.07,81.21
0,CPT,Zell basin,1.68,4.75,48,0,0,5.96,0.79,19,31.92,16.48,15.44,383.75,152.41,0.79,0,0,6,6,7,0.51,1.71,2.03,85.07
0,CPT,Zell basin,1.7,4.7,45,0,0,5.97,0.75,19,32.3,16.68,15.62,380.17,150.69,0.75,0,0,6,6,7,0.51,1.69,2.02,87.65
0,CPT,Zell basin,1.72,4.55,41,0,0,5.92,0.7,19,32.68,16.87,15.81,372.45,147.32,0.7,0,0,6,6,7,0.5,1.68,2.01,90.71
0,CPT,Zell basin,1.74,4.55,38,0,0,5.89,0.63,19,33.06,17.07,15.99,365.96,143.83,0.64,0,0,6,6,7,0.49,1.66,1.99,95.1
0,CPT,Zell basin,1.76,4.55,33,0,0,5.85,0.54,19,33.44,17.27,16.17,359.62,139.28,0.54,0,0,6,6,7,0.48,1.63,1.96,102.37
0,CPT,Zell basin,1.78,4.4,24,0,0,5.8,0.45,19,33.82,17.46,16.36,352.39,133.64,0.45,0,0,6,6,7,0.47,1.6,1.92,110.26
0,CPT,Zell basin,1.8,4.35,21,0,0,5.75,0.37,19,34.2,17.66,16.54,345.33,129.03,0.37,0,0,6,6,7,0.46,1.57,1.89,117.64
0,CPT,Zell basin,1.82,4.35,19,0,0,5.78,0.31,19,34.58,17.85,16.73,343.41,126.51,0.31,0,0,6,6,7,0.45,1.54,1.86,124.5
0,CPT,Zell basin,1.84,4.45,14,0,0,5.81,0.27,19,34.96,18.05,16.91,341.52,124.67,0.27,0,0,6,6,7,0.44,1.52,1.83,129.71
0,CPT,Zell basin,1.86,4.4,14,0,0,5.79,0.24,19,35.34,18.25,17.09,336.76,122.6,0.24,0,0,6,6,7,0.43,1.51,1.82,132.84
0,CPT,Zell basin,1.88,4.25,14,0,0,5.69,0.24,19,35.72,18.44,17.28,327.27,120.39,0.24,0,0,6,6,7,0.43,1.51,1.82,131.58
0,CPT,Zell basin,1.9,4.1,13,0,0,5.52,0.24,19,36.1,18.64,17.46,314.16,117.2,0.24,0,0,6,6,7,0.44,1.53,1.84,129.15
0,CPT,Zell basin,1.92,3.85,13,0,0,5.34,0.24,19,36.48,18.84,17.64,300.38,113.76,0.25,0,0,6,6,7,0.44,1.54,1.85,126.41
0,CPT,Zell basin,1.94,3.65,13,0,0,5.1,0.25,19,36.86,19.03,17.83,284.08,109.82,0.26,0,0,6,6,7,0.45,1.56,1.88,122.03
0,CPT,Zell basin,1.96,3.35,13,0,0,4.92,0.26,19,37.24,19.23,18.01,270.89,106.61,0.27,0,0,6,6,7,0.46,1.58,1.9,118.5
0,CPT,Zell basin,1.98,3.25,13,0,0,4.77,0.27,19,37.62,19.42,18.2,259.8,103.65,0.27,0,0,6,6,7,0.46,1.59,1.91,116.24
0,CPT,Zell basin,2,3.15,12,0,0,4.71,0.25,19,38,19.62,18.38,254.37,101.98,0.26,0,0,6,6,7,0.46,1.59,1.91,116.43
0,CPT,Zell basin,2.02,3.15,11,0,0,4.7,0.24,19,38.38,19.82,18.56,250.84,100.83,0.24,0,0,6,6,7,0.46,1.59,1.9,117.23
0,CPT,Zell basin,2.04,3.15,11,0,0,4.71,0.21,19,38.76,20.01,18.75,249.16,99.42,0.21,0,0,6,6,7,0.46,1.57,1.88,120.8
0,CPT,Zell basin,2.06,3.15,7,0,0,4.69,0.17,19,39.14,20.21,18.93,245.76,97.48,0.17,0,0,6,6,7,0.45,1.55,1.86,123.88
0,CPT,Zell basin,2.08,3.05,6,0,0,4.61,0.14,19,39.52,20.4,19.12,238.93,94.82,0.15,0,0,6,6,7,0.45,1.54,1.85,125.02
0,CPT,Zell basin,2.1,2.85,7,0,0,4.46,0.15,19,39.9,20.6,19.3,228.77,92.19,0.15,0,0,6,6,7,0.45,1.56,1.87,121.77
0,CPT,Zell basin,2.12,2.65,7,0,0,4.29,0.16,19,40.28,20.8,19.48,217.96,89.3,0.16,0,0,6,6,7,0.46,1.58,1.89,118.19
0,CPT,Zell basin,2.14,2.5,6,0,0,4.14,0.16,19,40.66,20.99,19.67,208.19,86.66,0.16,0,0,6,6,7,0.47,1.59,1.91,114.92
0,CPT,Zell basin,2.16,2.35,7,0,0,4,0.14,19,41.04,21.19,19.85,199.44,83.51,0.14,0,0,6,6,7,0.47,1.59,1.91,114.1
0,CPT,Zell basin,2.18,2.2,4,0,0,3.93,0.13,19,41.42,21.39,20.03,194.18,81.68,0.13,0,0,6,6,7,0.47,1.59,1.91,113.89
0,CPT,Zell basin,2.2,2.25,4,0,0,4,0.12,19,41.8,21.58,20.22,195.61,82.19,0.12,0,0,6,6,7,0.46,1.58,1.9,115.67
0,CPT,Zell basin,2.22,2.5,6,0,0,4.14,0.13,19,42.18,21.78,20.4,201.1,84.7,0.13,0,0,6,6,7,0.46,1.58,1.89,116.89
0,CPT,Zell basin,2.24,2.6,6,0,0,4.29,0.15,19,42.56,21.97,20.59,206.49,87.42,0.15,0,0,6,6,7,0.46,1.58,1.88,117.34
0,CPT,Zell basin,2.26,2.65,7,0,0,4.43,0.14,19,42.94,22.17,20.77,210.99,89.15,0.14,0,0,6,6,7,0.46,1.57,1.87,119.62
0,CPT,Zell basin,2.28,2.85,6,0,0,4.56,0.13,19,43.32,22.37,20.95,215.4,90.62,0.13,0,0,6,6,7,0.45,1.55,1.85,122.64
0,CPT,Zell basin,2.3,2.95,5,0,0,4.71,0.12,19,43.7,22.56,21.14,220.53,92.34,0.12,0,0,6,6,7,0.44,1.54,1.83,126
0,CPT,Zell basin,2.32,3.05,6,0,0,4.8,0.12,19,44.08,22.76,21.32,223.22,93.54,0.12,0,0,6,6,7,0.44,1.53,1.82,127.61
0,CPT,Zell basin,2.34,3.1,6,0,0,4.92,0.12,19,44.46,22.96,21.5,226.64,95.19,0.12,0,0,6,6,7,0.44,1.52,1.81,128.72
0,CPT,Zell basin,2.36,3.25,6,0,0,5.05,0.12,19,44.84,23.15,21.69,230.78,96.85,0.12,0,0,6,6,7,0.44,1.51,1.8,130.92
0,CPT,Zell basin,2.38,3.4,6,0,0,5.18,0.12,19,45.22,23.35,21.87,234.84,98.5,0.12,0,0,6,6,7,0.43,1.5,1.78,133.12
0,CPT,Zell basin,2.4,3.45,6,0,0,5.3,0.11,19,45.6,23.54,22.06,238.08,99.89,0.11,0,0,6,6,7,0.43,1.5,1.77,134.98
0,CPT,Zell basin,2.42,3.55,6,0,0,5.35,0.13,19,45.98,23.74,22.24,238.27,100.96,0.13,0,0,6,6,7,0.43,1.5,1.78,133.15
0,CPT,Zell basin,2.44,3.5,9,0,0,5.29,0.14,19,46.36,23.94,22.42,233.99,100.73,0.15,0,0,6,6,7,0.44,1.52,1.79,130.71
0,CPT,Zell basin,2.46,3.25,8,0,0,5.21,0.16,19,46.74,24.13,22.61,228.31,99.64,0.16,0,0,6,6,7,0.45,1.53,1.81,127.36
0,CPT,Zell basin,2.48,3.25,8,0,0,5.16,0.16,19,47.12,24.33,22.79,224.19,98.38,0.16,0,0,6,6,7,0.45,1.53,1.81,126.9
0,CPT,Zell basin,2.5,3.3,8,0,0,5.19,0.14,19,47.5,24.53,22.98,223.76,98.13,0.14,0,0,6,6,7,0.44,1.52,1.8,128.73
0,CPT,Zell basin,2.52,3.3,6,0,0,5.14,0.14,19,47.88,24.72,23.16,219.73,97.09,0.14,0,0,6,6,7,0.45,1.53,1.8,127.51
0,CPT,Zell basin,2.54,3.05,8,0,0,5.02,0.15,19,48.26,24.92,23.34,212.92,95.1,0.15,0,0,6,6,7,0.45,1.54,1.82,125.07
0,CPT,Zell basin,2.56,2.9,8,0,0,4.87,0.17,19,48.64,25.11,23.53,204.79,93.24,0.17,0,0,6,6,7,0.46,1.57,1.85,119.87
0,CPT,Zell basin,2.58,2.8,9,0,0,4.8,0.18,19,49.02,25.31,23.71,200.31,92.18,0.18,0,0,6,6,7,0.47,1.58,1.86,117.69
0,CPT,Zell basin,2.6,2.8,9,0,0,4.81,0.19,19,49.4,25.51,23.89,199.38,92.33,0.19,0,0,6,6,7,0.47,1.58,1.86,117.03
0,CPT,Zell basin,2.62,2.9,9,0,0,4.93,0.18,19,49.78,25.7,24.08,202.62,93.74,0.18,0,0,6,6,7,0.46,1.57,1.85,118.84
0,CPT,Zell basin,2.64,3.1,9,0,0,5.09,0.18,19,50.16,25.9,24.26,207.87,95.86,0.18,0,0,6,6,7,0.46,1.56,1.83,121.53
0,CPT,Zell basin,2.66,3.25,9,0,0,5.28,0.16,19,50.54,26.09,24.45,213.72,97.99,0.17,0,0,6,6,7,0.45,1.54,1.81,125.2
0,CPT,Zell basin,2.68,3.4,8,0,0,5.41,0.15,19,50.92,26.29,24.63,217.46,99.4,0.16,0,0,6,6,7,0.45,1.53,1.79,128
0,CPT,Zell basin,2.7,3.45,8,0,0,5.51,0.15,19,51.3,26.49,24.81,219.79,100.32,0.15,0,0,6,6,7,0.44,1.52,1.78,130.23
0,CPT,Zell basin,2.72,3.5,8,0,0,5.59,0.14,19,51.68,26.68,25,221.43,101.21,0.14,0,0,6,6,7,0.44,1.51,1.77,131.41
0,CPT,Zell basin,2.74,3.6,8,0,0,5.64,0.14,19,52.06,26.88,25.18,221.72,101.43,0.14,0,0,6,6,7,0.44,1.51,1.76,132.76
0,CPT,Zell basin,2.76,3.55,7,0,0,5.63,0.13,19,52.44,27.08,25.36,220.03,100.95,0.13,0,0,6,6,7,0.44,1.5,1.76,133.25
0,CPT,Zell basin,2.78,3.45,7,0,0,5.62,0.12,19,52.82,27.27,25.55,217.71,100.24,0.13,0,0,6,6,7,0.44,1.5,1.76,133.44
0,CPT,Zell basin,2.8,3.5,7,0,0,5.51,0.15,19,53.2,27.47,25.73,212.19,99.13,0.15,0,0,6,6,7,0.44,1.52,1.78,129.11
0,CPT,Zell basin,2.82,3.2,10,0,0,5.39,0.16,19,53.58,27.66,25.92,206.11,97.59,0.16,0,0,6,6,7,0.45,1.54,1.79,125.35
0,CPT,Zell basin,2.84,3.05,9,0,0,5.26,0.18,19,53.96,27.86,26.1,199.47,95.81,0.18,0,0,6,6,7,0.46,1.56,1.82,121.37
0,CPT,Zell basin,2.86,3.05,9,0,0,5.22,0.17,19,54.34,28.06,26.28,196.73,94.87,0.17,0,0,6,6,7,0.46,1.56,1.82,121.22
0,CPT,Zell basin,2.88,3.05,9,0,0,5.27,0.18,19,54.72,28.25,26.47,197.17,95.49,0.18,0,0,6,6,7,0.46,1.56,1.81,121.15
0,CPT,Zell basin,2.9,3.15,10,0,0,5.31,0.18,19,55.1,28.45,26.65,196.99,95.69,0.18,0,0,6,6,7,0.46,1.56,1.81,121.47
0,CPT,Zell basin,2.92,3.1,9,0,0,5.3,0.17,19,55.48,28.65,26.83,195.56,95.23,0.17,0,0,6,6,7,0.46,1.56,1.81,121.89
0,CPT,Zell basin,2.94,3,8,0,0,5.27,0.14,19,55.86,28.84,27.02,192.92,93.58,0.14,0,0,6,6,7,0.45,1.54,1.79,124.55
0,CPT,Zell basin,2.96,3,5,0,0,5.17,0.12,19,56.24,29.04,27.2,187.87,91.39,0.12,0,0,6,6,7,0.45,1.54,1.79,124.67
0,CPT,Zell basin,2.98,2.75,6,0,0,5.07,0.13,19,56.62,29.23,27.39,182.88,89.72,0.13,0,0,6,6,7,0.46,1.55,1.8,122.59
111,CPT,Salzburg basin,0.01,0.46,0,0,0,0.46,0,19,0.19,0.1,0.09,5028.4,1001,0,0,0,1,7,0,1,0,0,7197.71
111,CPT,Salzburg basin,0.02,1.08,0,0,0,1.08,0,19,0.38,0.2,0.18,5894.56,1001,0,0,0,0,7,0,1,0,0,8435.08
111,CPT,Salzburg basin,0.03,2.3,0,0,0,2.3,0,19,0.57,0.29,0.28,8325.1,1001,0,0,0,0,7,0,1,0,0,11907.29
111,CPT,Salzburg basin,0.04,3.91,0,0,0,3.91,0,19,0.76,0.39,0.37,10639.12,1001,0,0,0,0,7,0,1,0,0,15213.03
111,CPT,Salzburg basin,0.05,15.81,13.3,0,0,15.81,0.08,19,0.95,0.49,0.46,34396.19,403.48,0.08,0,0,0,0,0,0.18,0.88,1.29,397.76
111,CPT,Salzburg basin,0.06,15.33,26.7,0,0,15.33,0.17,19,1.14,0.59,0.55,27796.26,438.85,0.17,0,0,6,7,7,0.2,0.95,1.37,306.49
111,CPT,Salzburg basin,0.07,18.22,53.3,0,0,18.22,0.29,19,1.33,0.69,0.64,28323.75,579.9,0.29,0,0,6,7,7,0.23,0.98,1.4,246.17
111,CPT,Salzburg basin,0.08,18.87,54.1,0,0,18.87,0.29,19,1.52,0.78,0.74,25665.78,574.66,0.29,0,0,6,7,7,0.23,0.98,1.38,249.05
111,CPT,Salzburg basin,0.09,18.72,58.5,0,0,18.72,0.31,19,1.71,0.88,0.83,22631.23,564.64,0.31,0,0,6,7,7,0.23,1.01,1.4,233.15
111,CPT,Salzburg basin,0.1,16.08,65.2,0,0,16.08,0.41,19,1.9,0.98,0.92,17497.39,556.81,0.41,0,0,6,7,7,0.27,1.1,1.52,191.64
111,CPT,Salzburg basin,0.11,13.8,64.7,0,0,13.8,0.47,19,2.09,1.08,1.01,13651.11,532.89,0.47,0,0,6,7,7,0.3,1.16,1.61,169.74
